Category	Name	Duration
Doors/Doors_Squeaky	Squeaky (13)	4.99s
Doors/Doors_Squeaky	Squeaky (14)	1.67s
Doors/Doors_Squeaky	Squeaky (15)	2.12s
Doors/Doors_Swing_Doors	Swing Doors (1)	1.04s
Doors/Doors_Swing_Doors	Swing Doors (2)	7.21s
Doors/Doors_Swing_Doors	Swing Doors (3)	3.16s
Doors/Doors_Swing_Doors	Swing Doors (4)	1.57s
Doors/Doors_Various	Door Open (1)	1.46s
Doors/Doors_Various	Door Open (2)	1.32s
Doors/Doors_Various	Door Open (3)	1.17s
Doors/Doors_Various	Door Shut (1)	1.39s
Doors/Doors_Various	Door Shut (2)	0.53s
Doors/Doors_Various	Various (1)	1.54s
Doors/Doors_Various	Various (2)	2.46s
Doors/Doors_Various	Various (3)	4.99s
Doors/Doors_Various	Various (4)	2.9s
Doors/Doors_Various	Various (5)	2.38s
Doors/Doors_Various	Various (6)	1.65s
Doors/Doors_Various	Various (7)	3.16s
Doors/Doors_Various	Various (8)	3.76s
Doors/Doors_Various	Various (9)	2.3s
Doors/Doors_Various	Various (10)	4.34s
Doors/Doors_Various	Various (11)	3.24s
Doors/Doors_Various	Various (12)	4.41s
Doors/Doors_Various	Various (13)	2.35s
Doors/Doors_Wood	Wood (1)	1.93s
Doors/Doors_Wood	Wood (2)	0.94s
Doors/Doors_Wood	Wood (3)	0.86s
Doors/Doors_Wood	Wood (4)	2.74s
Doors/Doors_Wood	Wood (5)	1.36s
Doors/Doors_Wood	Wood (6)	2.14s
Doors/Doors_Wood	Wood (7)	1.57s
Doors/Doors_Wood	Wood (8)	1.07s
Doors/Doors_Wood	Wood (9)	1.02s
Doors/Doors_Wood	Wood (10)	1.1s
Doors/Doors_Wood	Wood (11)	1.31s
Doors/Doors_Wood	Wood (12)	1.25s
Doors/Doors_Wood	Wood (13)	0.97s
Doors/Doors_Wood	Wood (14)	0.57s
Doors/Doors_Wood	Wooden Door (1)	1.75s
Doors/Doors_Wood	Wooden Door Creaks Long (1)	2.33s
Doors/Doors_Wood	Wooden Door Creaks Long (2)	1.68s
Doors/Doors_Wood	Wooden Door Creaks Multiple (1)	4.05s
Doors/Doors_Wood	Wooden Door Creaks Open (1)	0.78s
Electrical/Arcs_Sparks	Arcs Sparks (1)	4.34s
Electrical/Arcs_Sparks	Arcs Sparks (2)	4.34s
Electrical/Arcs_Sparks	Arcs Sparks (3)	3.16s
Electrical/Arcs_Sparks	Arcs Sparks (4)	3.06s
Electrical/Arcs_Sparks	Arcs Sparks (5)	4.83s
Electrical/Arcs_Sparks	Arcs Sparks (6)	2.22s
Electrical/Arcs_Sparks	Arcs Sparks (7)	2.3s
Electrical/Arcs_Sparks	Arcs Sparks (8)	2.87s
Electrical/Arcs_Sparks	Arcs Sparks (9)	2.9s
Electrical/Arcs_Sparks	Arcs Sparks (10)	2.72s
Electrical/Arcs_Sparks	Arcs Sparks (11)	1.96s
Electrical/Arcs_Sparks	Arcs Sparks (12)	2.74s
Electrical/Arcs_Sparks	Arcs Sparks (13)	0.78s
Electrical/Arcs_Sparks	Arcs Sparks (14)	3.84s
Electrical/Arcs_Sparks	Arcs Sparks (15)	4.94s
Electrical/Buzz_Hums	Buzz Hums (1)	3.32s
Electrical/Buzz_Hums	Buzz Hums (2)	4.55s
Electrical/Buzz_Hums	Buzz Hums (3)	9.61s
Electrical/Buzz_Hums	Buzz Hums (4)	4.13s
Electrical/Buzz_Hums	Buzz Hums (5)	4.18s
Electrical/Buzz_Hums	Buzz Hums (6)	4.02s
Electrical/Buzz_Hums	Buzz Hums (7)	5.07s
Electrical/Buzz_Hums	Buzz Hums (8)	2.95s
Electrical/Buzz_Hums	Buzz Hums (9)	3.13s
Electrical/Buzz_Hums	Buzz Hums (10)	4.49s
Electrical/Buzz_Hums	Buzz Hums (11)	4.7s
Electrical/Buzz_Hums	Buzz Hums (12)	4.34s
Electrical/Buzz_Hums	Buzz Hums (13)	3s
Electrical/Buzz_Hums	Buzz Hums (14)	3.63s
Electrical/Buzz_Hums	Buzz Hums (15)	3.63s
Electrical/Feedback_Mics	Feedback Mics (1)	5.67s
Electrical/Feedback_Mics	Feedback Mics (2)	3.76s
Electrical/Feedback_Mics	Feedback Mics (3)	1.44s
Electrical/Feedback_Mics	Feedback Mics (4)	5.43s
Electrical/Feedback_Mics	Feedback Mics (5)	2.93s
Electrical/Feedback_Mics	Feedback Mics (6)	3.19s
Electrical/Feedback_Mics	Feedback Mics (7)	1.62s
Electrical/Feedback_Mics	Feedback Mics (8)	4.62s
Electrical/Feedback_Mics	Feedback Mics (9)	4.68s
Electrical/Feedback_Mics	Feedback Mics (10)	3.53s
Electrical/Feedback_Mics	Feedback Mics (11)	4.62s
Electrical/Feedback_Mics	Feedback Mics (12)	1.72s
Electrical/Feedback_Mics	Feedback Mics (13)	3.47s
Electrical/Feedback_Mics	Feedback Mics (14)	1.57s
Electrical/Feedback_Mics	Feedback Mics (15)	3.66s
Explosions/Electrical	Electrical (1)	3.29s
Explosions/Electrical	Electrical (2)	1.91s
Explosions/Electrical	Electrical (3)	1.8s
Explosions/Electrical	Electrical (4)	2.35s
Explosions/Electrical	Electrical (5)	2.04s
Explosions/Electrical	Electrical (6)	2.01s
Explosions/Electrical	Electrical (7)	2.38s
Explosions/Electrical	Electrical (8)	2.01s
Explosions/Electrical	Electrical (9)	4.21s
Explosions/Electrical	Electrical (10)	3.08s
Explosions/Electrical	Electrical (11)	2.77s
Explosions/Electrical	Electrical (12)	4.81s
Explosions/Electrical	Electrical (13)	2.85s
Explosions/Electrical	Electrical (14)	1.25s
Explosions/Electrical	Electrical (15)	3.89s
Explosions/Explosions	Explosions (1)	6.4s
Explosions/Explosions	Explosions (2)	1.78s
Explosions/Explosions	Explosions (3)	1.51s
Explosions/Explosions	Explosions (4)	2.56s
Explosions/Explosions	Explosions (5)	4.31s
Explosions/Explosions	Explosions (6)	4.13s
Explosions/Explosions	Explosions (7)	2.9s
Explosions/Explosions	Explosions (8)	3.42s
Explosions/Explosions	Explosions (9)	3.45s
Explosions/Explosions	Explosions (10)	4.62s
Explosions/Explosions	Explosions (11)	4.05s
Explosions/Explosions	Explosions (12)	3.13s
Explosions/Explosions	Explosions (13)	3.5s
Explosions/Explosions	Explosions (14)	3.79s
Explosions/Explosions	Scifi Close Large Explosion (1)	4.05s
Explosions/Explosions	Scifi Explosion (1)	2.51s
Explosions/Explosions	Scifi Explosion (2)	2.04s
Explosions/Explosions	Scifi Explosion (3)	2.15s
Explosions/Explosions	Scifi Explosion 2x (1)	3.69s
Explosions/Explosions	Scifi Incoming Explosion (1)	4.09s
Explosions/Fire	Fire (1)	4.23s
Explosions/Fire	Fire (2)	4.26s
Explosions/Fire	Fire (3)	5.22s
Explosions/Fire	Fire (4)	4.62s
Explosions/Fire	Fire (5)	4.65s
Explosions/Fire	Fire (6)	4.83s
Explosions/Fire	Fire (7)	2.19s
Explosions/Fire	Fire (8)	2.43s
Explosions/Fire	Fire (9)	4.21s
Explosions/Fire	Fire (10)	2.06s
Explosions/Fire	Fire (11)	4.1s
Explosions/Fire	Fire (12)	1.15s
Explosions/Fire	Fire (13)	3.92s
Explosions/Fireballs	Fireballs (1)	4.47s
Explosions/Fireballs	Fireballs (2)	4.39s
Explosions/Fireballs	Fireballs (3)	2.72s
Explosions/Fireballs	Fireballs (4)	5.36s
Explosions/Fireballs	Fireballs (5)	3.32s
Explosions/Fireballs	Fireballs (6)	1.59s
Explosions/Fireballs	Fireballs (7)	2.87s
Explosions/Fireballs	Fireballs (8)	2.3s
Explosions/Fireballs	Fireballs (9)	2.27s
Explosions/Fireballs	Fireballs (10)	2.32s
Explosions/Fireballs	Fireballs (11)	3.94s
Explosions/Fireballs	Fireballs (12)	4.62s
Explosions/Fireballs	Fireballs (13)	3.37s
Explosions/Fireballs	Fireballs (14)	1.41s
Explosions/Fireballs	Fireballs (15)	4.13s
Explosions/Fireworks	Fireworks (1)	2.69s
Explosions/Fireworks	Fireworks (1)	1.53s
Explosions/Fireworks	Fireworks (2)	6.09s
Explosions/Fireworks	Fireworks (3)	5.59s
Explosions/Fireworks	Fireworks (4)	4.13s
Explosions/Fireworks	Fireworks (5)	3.37s
Explosions/Fireworks	Fireworks (6)	3.29s
Explosions/Fireworks	Fireworks (7)	4.55s
Explosions/Fireworks	Fireworks (8)	4.13s
Explosions/Fireworks	Fireworks (9)	3.58s
Explosions/Fireworks	Fireworks (10)	4.39s
Explosions/Fireworks	Fireworks (11)	4.86s
Explosions/Fireworks	Fireworks (12)	4.75s
Explosions/Fireworks	Fireworks (13)	2.72s
Explosions/Fireworks	Fireworks (14)	2.35s
Explosions/Fireworks	Fireworks (15)	4.44s
Explosions/Fireworks	Fireworks Firecrackers (1)	5.31s
Explosions/Fireworks	Fireworks Launch (1)	2.9s
Explosions/Fireworks	Fireworks Whistles (1)	3.08s
Explosions/Fireworks	Fireworks Whistles (2)	1.64s
Explosions/Ignitions	Ignitions (1)	2.12s
Explosions/Ignitions	Ignitions (2)	2.51s
Explosions/Ignitions	Ignitions (3)	5.25s
Explosions/Ignitions	Ignitions (4)	2.19s
Explosions/Ignitions	Ignitions (5)	4.49s
Explosions/Ignitions	Ignitions (6)	3.74s
Explosions/Ignitions	Ignitions (7)	2.04s
Explosions/Ignitions	Ignitions (8)	1.83s
Explosions/Ignitions	Ignitions (9)	1.28s
Explosions/Ignitions	Ignitions (10)	2.14s
Explosions/Ignitions	Ignitions (11)	2.27s
Explosions/Ignitions	Ignitions (12)	4.21s
Explosions/Ignitions	Ignitions (13)	1.99s
Explosions/Ignitions	Ignitions (14)	0.44s
Explosions/Ignitions	Ignitions (15)	0.65s
Explosions/Medium_Large	Medium Large Explosions (1)	2.48s
Explosions/Medium_Large	Medium Large Explosions (2)	4.68s
Explosions/Medium_Large	Medium Large Explosions (3)	4.96s
Explosions/Medium_Large	Medium Large Explosions (4)	2.72s
Explosions/Medium_Large	Medium Large Explosions (5)	5.62s
Explosions/Medium_Large	Medium Large Explosions (6)	1.51s
Explosions/Medium_Large	Medium Large Explosions (7)	2.3s
Explosions/Medium_Large	Medium Large Explosions (8)	4.7s
Explosions/Medium_Large	Medium Large Explosions (9)	4.62s
Explosions/Medium_Large	Medium Large Explosions (10)	3.32s
Explosions/Medium_Large	Medium Large Explosions (11)	4.75s
Explosions/Medium_Large	Medium Large Explosions (12)	3.97s
Explosions/Medium_Large	Medium Large Explosions (13)	2.82s
Explosions/Medium_Large	Scifi Long Explosion 1x (1)	4.7s
Explosions/Missile	Scifi Missile (1)	1.46s
Explosions/Missile	Scifi Missile (2)	3.98s
Explosions/Missile	Scifi Missile (3)	3.37s
Explosions/Missile	Scifi Missile (4)	4.63s
Explosions/Small	Scifi Short Low Explosion (1)	2.15s
Explosions/Small	Small Explosions (1)	1.44s
Explosions/Small	Small Explosions (2)	1.51s
Explosions/Small	Small Explosions (3)	1.83s
Explosions/Small	Small Explosions (4)	0.99s
Explosions/Small	Small Explosions (5)	2.35s
Explosions/Small	Small Explosions (6)	1.33s
Explosions/Small	Small Explosions (7)	0.86s
Explosions/Small	Small Explosions (8)	2.25s
Explosions/Small	Small Explosions (9)	1.93s
Explosions/Small	Small Explosions (10)	1.44s
Explosions/Small	Small Explosions (11)	1.59s
Explosions/Small	Small Explosions (12)	1.7s
Explosions/Small	Small Explosions (13)	1.33s
Explosions/Small	Small Explosions (14)	0.6s
Footsteps/Concrete	Concrete (1)	3.08s
Footsteps/Concrete	Concrete (2)	3.47s
Footsteps/Concrete	Concrete (3)	2.25s
Footsteps/Concrete	Concrete (4)	2.64s
Footsteps/Concrete	Concrete (5)	2.85s
Footsteps/Concrete	Concrete (6)	3.5s
Footsteps/Concrete	Concrete (7)	4.7s
Footsteps/Concrete	Concrete (8)	1.85s
Footsteps/Concrete	Concrete (9)	2.77s
Footsteps/Concrete	Concrete (10)	3.34s
Footsteps/Concrete	Footsteps (1)	3.91s
Footsteps/Concrete	Human Walking (1)	2.07s
Footsteps/Concrete	Human Walking (3)	2.15s
Footsteps/Distant	Footsteps Muffled (2)	3.66s
Footsteps/Distant	Scifi Boots Walking (1)	4.7s
Footsteps/Footsteps Crowd	People Walking (1)	2.04s
Footsteps/Footsteps Crowd	People Walking (2)	2.04s
Footsteps/Grass	Walking On Grass (1)	2.36s
Footsteps/Grass	Walking On Grass (2)	2.79s
Footsteps/Grass	Walking On Grass (3)	3.08s
Footsteps/Metal	Metal (1)	3.11s
Footsteps/Metal	Metal (2)	4.65s
Footsteps/Metal	Metal (3)	4.44s
Footsteps/Metal	Metal (4)	5.59s
Footsteps/Metal	Metal (5)	2.9s
Footsteps/Metal	Metal (6)	3.63s
Footsteps/Metal	Metal (7)	2.35s
Footsteps/Metal	Metal (8)	2.98s
Footsteps/Metal	Metal (9)	3.94s
Footsteps/Metal	Metal (10)	3.68s
Footsteps/Metal	Metal (11)	2.77s
Footsteps/Metal	Metal (12)	4.44s
Footsteps/Metal	Metal (13)	2.09s
Footsteps/Metal	Metal (14)	4.21s
Footsteps/Running	Person Running (1)	2.07s
Footsteps/Running	Person Running (2)	2.04s
Footsteps/Running	Person Running (3)	1.97s
Footsteps/Running	Running (1)	3.79s
Footsteps/Running	Running (2)	3.76s
Footsteps/Running	Running (3)	5.56s
Footsteps/Running	Running (4)	4.05s
Footsteps/Running	Running (5)	3.58s
Footsteps/Running	Running (6)	3.71s
Footsteps/Running	Running (7)	3.55s
Footsteps/Running	Running (8)	3.03s
Footsteps/Running	Running (9)	3.6s
Footsteps/Running	Running (10)	4.73s
Footsteps/Running	Running (11)	4.65s
Footsteps/Running	Running (12)	2.98s
Footsteps/Running	Scifi Run Away (1)	4.2s
Footsteps/Running	Scifi Run Away (2)	3.44s
Footsteps/Sand_Gravel_Mud	Sand Gravel (1)	4.34s
Footsteps/Sand_Gravel_Mud	Sand Gravel (2)	2.61s
Footsteps/Sand_Gravel_Mud	Sand Gravel (3)	3.92s
Footsteps/Sand_Gravel_Mud	Sand Gravel (4)	3.4s
Footsteps/Sand_Gravel_Mud	Sand Gravel (5)	2.66s
Footsteps/Sand_Gravel_Mud	Sand Gravel (6)	3.42s
Footsteps/Sand_Gravel_Mud	Sand Gravel (7)	4.39s
Footsteps/Sand_Gravel_Mud	Sand Gravel (8)	3.19s
Footsteps/Sand_Gravel_Mud	Sand Gravel (9)	1.49s
Footsteps/Sand_Gravel_Mud	Sand Gravel (10)	4.08s
Footsteps/Sand_Gravel_Mud	Walking In Mud (1)	4.05s
Footsteps/Sand_Gravel_Mud	Walking In Mud (2)	2.43s
Footsteps/Snow	Snow (1)	4.49s
Footsteps/Snow	Snow (2)	6.53s
Footsteps/Snow	Snow (3)	4.23s
Footsteps/Snow	Snow (4)	5.8s
Footsteps/Snow	Snow (5)	5.25s
Footsteps/Snow	Snow (6)	3.94s
Footsteps/Snow	Snow (7)	4.88s
Footsteps/Snow	Snow (8)	4.62s
Footsteps/Snow	Snow (9)	4.65s
Footsteps/Snow	Snow (10)	2.64s
Footsteps/Snow	Snow (11)	3.63s
Footsteps/Snow	Snow (12)	2.09s
Footsteps/Snow	Walking In Snow (1)	1.75s
Footsteps/Stairs	Human Walking (2)	2s
Footsteps/Stairs	Stairs (1)	1.65s
Footsteps/Stairs	Stairs (2)	4.83s
Footsteps/Stairs	Stairs (3)	2.04s
Footsteps/Stairs	Stairs (4)	4.99s
Footsteps/Stairs	Stairs (5)	3.08s
Footsteps/Stairs	Stairs (6)	2.04s
Footsteps/Stairs	Stairs (7)	3.53s
Footsteps/Stairs	Stairs (8)	1.85s
Footsteps/Stairs	Stairs (9)	4.02s
Footsteps/Stairs	Stairs (10)	3.79s
Footsteps/Stairs	Stairs (11)	4.23s
Footsteps/Stairs	Stairs (12)	2.87s
Footsteps/Water	Water (1)	5.41s
Footsteps/Water	Water (2)	4.91s
Footsteps/Water	Water (3)	5.56s
Footsteps/Water	Water (4)	4.78s
Footsteps/Water	Water (5)	3.76s
Footsteps/Water	Water (6)	3.68s
Footsteps/Water	Water (7)	4.49s
Footsteps/Water	Water (8)	4.96s
Footsteps/Water	Water (9)	4.49s
Footsteps/Water	Water (10)	2.09s
Footsteps/Wood	Wood (1)	4.18s
Footsteps/Wood	Wood (2)	5.56s
Footsteps/Wood	Wood (3)	3.71s
Footsteps/Wood	Wood (4)	4.68s
Footsteps/Wood	Wood (5)	1.44s
Footsteps/Wood	Wood (6)	3.27s
Footsteps/Wood	Wood (7)	3.19s
Footsteps/Wood	Wood (8)	2.59s
Footsteps/Wood	Wood (9)	2.69s
Footsteps/Wood	Wood (10)	3.27s
Gameshow	Gameshow (1)	5.56s
Gameshow	Gameshow (2)	0.99s
Gameshow	Gameshow (3)	2.87s
Gameshow	Gameshow (4)	0.63s
Gameshow	Gameshow Bridge (1)	2.66s
Gameshow	Gameshow Bridge (2)	2.63s
Gameshow	Gameshow Countdown Loop 32s Full (1)	32.15s
Gameshow	Gameshow Countdown Loop 64s Full (1)	64.15s
Gameshow	Gameshow Countdown Loop 64s Minimal (1)	64.15s
Gameshow	Gameshow Intro (1)	4.39s
Gameshow	Gameshow Negative Response (1)	0.58s
Gameshow	Gameshow Negative Response (2)	1.51s
Gameshow	Gameshow Negative Response (3)	3.17s
Gameshow	Gameshow Neutral Response (1)	1.08s
Gameshow	Gameshow Neutral Response (2)	1.01s
Gameshow	Gameshow Neutral Response (3)	1.19s
Gameshow	Gameshow Outro (1)	2.74s
Gameshow	Gameshow Player1 (1)	0.86s
Gameshow	Gameshow Player2 (1)	0.9s
Gameshow	Gameshow Player3 (1)	0.86s
Gameshow	Gameshow Player4 (1)	0.86s
Gameshow	Gameshow Positive Response (1)	1.51s
Gameshow	Gameshow Positive Response (2)	2.66s
Gameshow	Gameshow Positive Response (3)	2.99s
Gameshow	Gameshow Tally Negative (1)	3.46s
Gameshow	Gameshow Tally Positive (1)	3.56s
Gameshow	Gameshow Waiting Loop 30s (1)	31.1s
Glass/Break_Shatter_Smash	Break Shatter Smash (1)	1.44s
Glass/Break_Shatter_Smash	Break Shatter Smash (2)	1.2s
Glass/Break_Shatter_Smash	Break Shatter Smash (3)	1.46s
Glass/Break_Shatter_Smash	Break Shatter Smash (4)	1.2s
Glass/Break_Shatter_Smash	Break Shatter Smash (5)	2.06s
Glass/Break_Shatter_Smash	Break Shatter Smash (6)	1.46s
Glass/Break_Shatter_Smash	Break Shatter Smash (7)	1.25s
Glass/Break_Shatter_Smash	Break Shatter Smash (8)	1.51s
Glass/Break_Shatter_Smash	Break Shatter Smash (9)	2.56s
Glass/Break_Shatter_Smash	Break Shatter Smash (10)	1.51s
Glass/Break_Shatter_Smash	Break Shatter Smash (11)	1.7s
Glass/Break_Shatter_Smash	Break Shatter Smash (12)	1.51s
Glass/Break_Shatter_Smash	Break Shatter Smash (13)	1.33s
Glass/Break_Shatter_Smash	Break Shatter Smash (14)	1.46s
Glass/Break_Shatter_Smash	Break Shatter Smash (15)	1.1s
Glass/Clink	Glass On Table (1)	0.6s
Glass/Clink	Glasses Clink (1)	1.57s
Glass/Clink	Glasses Clink (1)	5.38s
Glass/Clink	Glasses Clink (2)	1.23s
Glass/Clink	Glasses Clink (2)	0.67s
Glass/Clink	Glasses Clink (3)	0.55s
Glass/Clink	Glasses Clink (3)	1.46s
Glass/Clink	Glasses Clink (4)	0.99s
Glass/Clink	Glasses Clink (4)	1.57s
Glass/Crashes	Crashes (1)	3.37s
Glass/Crashes	Crashes (2)	1.85s
Glass/Crashes	Crashes (3)	1.36s
Glass/Crashes	Crashes (4)	4.34s
Glass/Crashes	Crashes (5)	1.33s
Glass/Crashes	Crashes (6)	0.78s
Glass/Crashes	Crashes (7)	1.49s
Glass/Crashes	Crashes (8)	3.08s
Glass/Crashes	Crashes (9)	1.36s
Glass/Crashes	Crashes (10)	1.67s
Glass/Crashes	Crashes (11)	1.31s
Glass/Crashes	Crashes (12)	1.67s
Glass/Crashes	Crashes (13)	1.23s
Glass/Crashes	Crashes (14)	3s
Glass/Hits	Hits (1)	2.98s
Glass/Hits	Hits (2)	0.65s
Glass/Hits	Hits (3)	1.51s
Glass/Hits	Hits (4)	1.15s
Glass/Hits	Hits (5)	2.51s
Glass/Hits	Hits (6)	0.57s
Glass/Hits	Hits (7)	1.15s
Glass/Hits	Hits (8)	1.1s
Glass/Hits	Hits (9)	2.35s
Glass/Hits	Hits (10)	1.18s
Glass/Hits	Hits (11)	0.55s
Glass/Hits	Jar On Table 1x (1)	0.6s
Guns/Battles	Battles (1)	6.06s
Guns/Battles	Battles (2)	5.25s
Guns/Battles	Battles (3)	4.73s
Guns/Battles	Battles (4)	6.14s
Guns/Battles	Battles (5)	3.53s
Guns/Battles	Battles (6)	4.18s
Guns/Battles	Battles (7)	3.6s
Guns/Battles	Battles (8)	2.53s
Guns/Battles	Battles (9)	3.11s
Guns/Battles	Battles (10)	2.35s
Guns/Battles	Battles (11)	4.15s
Guns/Battles	Battles (12)	4.49s
Guns/Battles	Battles (13)	4s
Guns/Battles	Scifi Laser Gun Battle (1)	3.26s
Guns/Battles	Scifi Laser Gun Battle (2)	3.84s
Guns/Bullets	Bullets (1)	1.1s
Guns/Bullets	Bullets (2)	0.78s
Guns/Bullets	Bullets (3)	0.89s
Guns/Bullets	Bullets (4)	1.67s
Guns/Bullets	Bullets (5)	1.46s
Guns/Bullets	Bullets (6)	2.43s
Guns/Bullets	Bullets (7)	3.29s
Guns/Bullets	Bullets (8)	2.38s
Guns/Bullets	Bullets (9)	0.84s
Guns/Bullets	Bullets (10)	1.51s
Guns/Bullets	Bullets (11)	1.46s
Guns/Bullets	Bullets (12)	2.35s
Guns/Cannons	Cannons (1)	5.93s
Guns/Cannons	Cannons (2)	3.68s
Guns/Cannons	Cannons (3)	2.93s
Guns/Cannons	Cannons (4)	2.25s
Guns/Cannons	Cannons (5)	1.75s
Guns/Cannons	Cannons (6)	2.14s
Guns/Cannons	Cannons (7)	2.14s
Guns/Cannons	Cannons (8)	3s
Guns/Cannons	Cannons (9)	1.91s
Guns/Cannons	Cannons (10)	3.58s
Guns/Cannons	Cannons (11)	3.45s
Guns/Cannons	Cannons (12)	1.85s
Guns/Cannons	Cannons (13)	4.18s
Guns/Cannons	Cannons (14)	1.59s
Guns/Futuristic	Futuristic (1)	1.33s
Guns/Futuristic	Futuristic (2)	1.38s
Guns/Futuristic	Futuristic (3)	1.36s
Guns/Futuristic	Futuristic (4)	3.5s
Guns/Futuristic	Futuristic (5)	3.13s
Guns/Futuristic	Futuristic (6)	1.72s
Guns/Futuristic	Futuristic (7)	1.15s
Guns/Futuristic	Futuristic (8)	1.12s
Guns/Futuristic	Futuristic (9)	1.57s
Guns/Futuristic	Futuristic (10)	1.44s
Guns/Futuristic	Futuristic (11)	0.73s
Guns/Futuristic	Futuristic (12)	0.57s
Guns/Futuristic	Futuristic (13)	1.25s
Guns/Futuristic	Futuristic (14)	2.12s
Guns/Futuristic	Futuristic (15)	1.38s
Guns/Futuristic	Scifi Laser Gun Fires (1)	2.94s
Guns/Futuristic	Scifi Laser Gun Fires (2)	0.89s
Guns/Futuristic	Scifi Laser Gun Fires (3)	0.67s
Guns/Futuristic	Scifi Laser Gun Fires (4)	3.05s
Guns/Futuristic	Scifi Laser Gun Fires (5)	0.6s
Guns/Futuristic	Scifi Laser Gun Fires (6)	0.81s
Guns/Futuristic	Scifi Laser Gun Fires Large (1)	1.35s
Guns/Futuristic	Scifi Laser Gun Fires Large (2)	1.93s
Guns/Futuristic	Scifi Laser Gun Fires Large (3)	1.32s
Guns/Futuristic	Scifi Laser Gun Fires Large (4)	1.43s
Guns/Grenade_Lanucher	Grenade Lanucher (1)	1.8s
Guns/Grenade_Lanucher	Grenade Lanucher (2)	1.67s
Guns/Grenade_Lanucher	Grenade Lanucher (3)	1.75s
Guns/Grenade_Lanucher	Grenade Lanucher (4)	1.38s
Guns/Grenade_Lanucher	Grenade Lanucher (5)	1.12s
Guns/Grenade_Lanucher	Grenade Lanucher (6)	0.57s
Guns/Grenade_Lanucher	Grenade Lanucher (7)	1.72s
Guns/Grenade_Lanucher	Grenade Lanucher (8)	2.38s
Guns/Grenade_Lanucher	Grenade Lanucher (9)	1.72s
Guns/Grenade_Lanucher	Grenade Lanucher (10)	1.07s
Guns/Grenade_Lanucher	Grenade Lanucher (11)	1.23s
Guns/Grenade_Lanucher	Grenade Lanucher (12)	1.83s
Guns/Handguns	Handgun Loading (1)	1.38s
Guns/Handguns	Handgun Loading (2)	0.68s
Guns/Handguns	Handgun Loading (3)	2.06s
Guns/Handguns	Handgun Loading (4)	2.19s
Guns/Handguns	Handgun Loading (5)	1.46s
Guns/Handguns	Handgun Loading (6)	0.65s
Guns/Handguns	Handgun Loading (7)	0.68s
Guns/Handguns	Handgun Loading (8)	1.72s
Guns/Handguns	Handgun Loading (9)	0.63s
Guns/Handguns	Handgun Loading (10)	1.46s
Guns/Handguns	Handgun Loading (11)	0.42s
Guns/Handguns	Handgun Loading (12)	2.95s
Guns/Handguns	Handgun Loading (13)	1.12s
Guns/Handguns	Handgun Loading (14)	2.06s
Guns/Handguns	Handgun Shot (1)	1.78s
Guns/Handguns	Handgun Shot (2)	1.72s
Guns/Handguns	Handgun Shot (3)	0.55s
Guns/Handguns	Handgun Shot (4)	0.76s
Guns/Handguns	Handgun Shot (5)	0.73s
Guns/Handguns	Handgun Shot (6)	1.65s
Guns/Handguns	Handgun Shot (7)	1.07s
Guns/Handguns	Handgun Shot (8)	0.89s
Guns/Handguns	Handgun Shot (9)	0.89s
Guns/Handguns	Handgun Shot (10)	2.12s
Guns/Handguns	Handgun Shot (11)	1.72s
Guns/Handguns	Handgun Shot (12)	1.57s
Guns/Handguns	Handgun Shot (13)	1.93s
Guns/Machine_Gun	Machine Gun (1)	3.53s
Guns/Machine_Gun	Machine Gun (2)	5.04s
Guns/Machine_Gun	Machine Gun (3)	3.08s
Guns/Machine_Gun	Machine Gun (4)	4.83s
Guns/Machine_Gun	Machine Gun (5)	5.07s
Guns/Machine_Gun	Machine Gun (6)	2.43s
Guns/Machine_Gun	Machine Gun (7)	1.62s
Guns/Machine_Gun	Machine Gun (8)	1.46s
Guns/Machine_Gun	Machine Gun (9)	1.65s
Guns/Machine_Gun	Machine Gun (10)	0.99s
Guns/Machine_Gun	Machine Gun (11)	2.43s
Guns/Machine_Gun	Machine Gun (12)	1.93s
Guns/Machine_Gun	Machine Gun (13)	2.01s
Guns/Machine_Gun	Machine Gun (14)	1.75s
Guns/Rifles	Rifle (1)	2.22s
Guns/Rifles	Rifle (2)	2.46s
Guns/Rifles	Rifle (3)	3.03s
Guns/Rifles	Rifle (4)	2.98s
Guns/Rifles	Rifle (5)	2.04s
Guns/Rifles	Rifle (6)	1.36s
Guns/Rifles	Rifle (7)	0.68s
Guns/Rifles	Rifle (8)	1.15s
Guns/Rifles	Rifle (9)	0.78s
Guns/Rifles	Rifle (10)	0.71s
Guns/Rifles	Rifle (11)	0.78s
Guns/Rifles	Rifle (12)	1.54s
Guns/Rifles	Rifle (13)	0.73s
Guns/Rifles	Rifle (14)	0.47s
Guns/Shotguns	Shotgun (1)	1.93s
Guns/Shotguns	Shotgun (2)	0.57s
Guns/Shotguns	Shotgun (3)	4.02s
Guns/Shotguns	Shotgun (4)	3.13s
Guns/Shotguns	Shotgun (5)	1.62s
Guns/Shotguns	Shotgun (6)	1.75s
Guns/Shotguns	Shotgun (7)	0.6s
Guns/Shotguns	Shotgun (8)	0.71s
Guns/Shotguns	Shotgun (9)	2.43s
Guns/Shotguns	Shotgun (10)	2.53s
Guns/Shotguns	Shotgun (11)	2.77s
Guns/Shotguns	Shotgun (12)	1.7s
Guns/Shotguns	Shotgun (13)	3.03s
Holidays/Christmas	Christmas (1)	5.8s
